"Марка","Модель","Год выпуска","Тип кузова","Объём двигателя","Пробег","Цена","Город","Дата публикации","Ссылка на объявление"
Li,L7,2025,"Внедорожник","1.5 (гибрид)","30 км","23 600 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183731188
"Land Rover","Range Rover",2013,"Внедорожник","5 (бензин)",,"23 200 000 ₸","Алматы",2025-07-02T10:50:42+05:00,https://kolesa.kz/a/show/190631320
Hyundai,Grandeur,2023,Седан,"2.5 (бензин)","30 000 км","20 200 000 ₸","Алматы",2025-07-02T00:53:00+05:00,https://kolesa.kz/a/show/180710683
Toyota,Hilux,2022,"Пикап","2.8 (дизель)","7 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192279937
Toyota,Camry,2024,Седан,"2.5 (бензин)","13 000 км","23 900 000 ₸","Алматы",2025-07-06T17:51:56+05:00,https://kolesa.kz/a/show/193397208
Mercedes-Benz,"G 55 AMG",2009,"Внедорожник","5.5 (бензин)","242 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193336865
BYD,"FangChengBao Leopard 5",2024,"Внедорожник","1.5 (гибрид)",,"21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190962049
Mercedes-Benz,"S 500",2013,Седан,"4.7 (бензин)",,"20 100 000 ₸","Алматы",2025-07-01T00:09:15+05:00,https://kolesa.kz/a/show/168135078
"Land Rover","Range Rover",2013,"Внедорожник","5 (бензин)",,"24 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193081892
BMW,740,2016,Седан,"3 (бензин)",,"26 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193465422
Mercedes-Benz,"GLE 400",2016,"Кроссовер","3 (бензин)","135 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193272979
Toyota,Camry,2024,Седан,"2.5 (бензин)","10 000 км","22 200 000 ₸","Алматы",2025-07-03T15:32:19+05:00,https://kolesa.kz/a/show/193168376
Mercedes-Benz,"GLB 200",2021,"Кроссовер","1.3 (бензин)","65 000 км","24 000 000 ₸","Алматы",2025-07-07T11:29:56+05:00,https://kolesa.kz/a/show/190905829
Lexus,"RX 350",2020,"Кроссовер","3.5 (бензин)",,"24 000 000 ₸","Алматы",2025-07-07T11:55:14+05:00,https://kolesa.kz/a/show/190496209
Genesis,G70,2022,"Универсал","2 (бензин)","40 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192313710
Toyota,"Land Cruiser",2012,"Внедорожник","4.6 (бензин)",,"20 800 000 ₸","Алматы",2025-07-06T19:37:18+05:00,https://kolesa.kz/a/show/170316584
Hyundai,Palisade,2021,"Кроссовер","3.5 (бензин)","90 000 км","20 900 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/181560688
Toyota,"Land Cruiser Prado",2020,"Внедорожник","2.7 (бензин)","67 000 км","23 900 000 ₸","Алматы",2025-07-06T23:59:59+05:00,https://kolesa.kz/a/show/191564311
Avatr,07,2025,"Кроссовер",,,"22 190 000 ₸","Алматы",2025-07-01T14:30:23+05:00,https://kolesa.kz/a/show/183345958
"Land Rover","Range Rover",2013,"Внедорожник","5 (бензин)","135 000 км","23 200 000 ₸","Алматы",2025-07-01T23:59:59+05:00,https://kolesa.kz/a/show/190623863
BMW,540,2018,Седан,"3 (бензин)","98 000 км","26 000 000 ₸","Алматы",2025-07-07T12:11:55+05:00,https://kolesa.kz/a/show/191139658
Li,L8,2024,"Внедорожник","1.5 (гибрид)","23 000 км","24 000 000 ₸","Алматы",2025-07-07T19:01:15+05:00,https://kolesa.kz/a/show/193478050
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"22 100 000 ₸","Алматы",2025-06-30T23:28:17+05:00,https://kolesa.kz/a/show/192933220
Toyota,"Land Cruiser Prado",2018,"Внедорожник","2.7 (бензин)","30 200 км","24 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191425759
Lexus,"LX 570",2014,"Внедорожник","5.7 (бензин)","170 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193454590
"Land Rover","Range Rover Sport",2015,"Внедорожник","5 (бензин)","105 000 км","21 888 888 ₸","Алматы",2025-07-02T00:09:27+05:00,https://kolesa.kz/a/show/178654002
BMW,540,2017,Седан,"3 (бензин)","190 000 км","20 800 000 ₸","Алматы",2025-07-06T11:53:46+05:00,https://kolesa.kz/a/show/193373071
Hozon,"Neta S",2024,Седан,,"20 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/180793110
Mercedes-Benz,"S 500",2014,Седан,"4.7 (бензин)","170 000 км","23 200 000 ₸","Алматы",2025-07-01T12:40:51+05:00,https://kolesa.kz/a/show/189642347
Jeep,Wrangler,2021,"Внедорожник","3.6 (бензин)","15 500 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190301561
"Land Rover","Range Rover Sport",2015,"Внедорожник","3 (бензин)","37 300 км","23 200 000 ₸","Алматы",2025-07-05T07:28:09+05:00,https://kolesa.kz/a/show/172160238
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","15 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193476560
Aito,M7,2025,"Кроссовер",,,"20 900 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/185315046
Mercedes-Benz,Sprinter,2021,"Фургон","2.2 (дизель)","150 750 км","23 900 000 ₸","Алматы",2025-07-05T01:54:11+05:00,https://kolesa.kz/a/show/192652571
Voyah,Passion,2024,Седан,"1.5 (гибрид)",,"22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183767392
"Land Rover","Discovery Sport",2022,"Кроссовер","2 (бензин)","24 364 км","23 900 000 ₸","Алматы",2025-07-07T16:35:19+05:00,https://kolesa.kz/a/show/188299996
Porsche,Cayenne,2014,"Кроссовер","3.6 (бензин)","114 000 км","26 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192989597
Mercedes-Benz,Sprinter,2020,"Фургон","2.2 (дизель)","151 000 км","20 900 000 ₸","Алматы",2025-07-07T09:49:15+05:00,https://kolesa.kz/a/show/189992274
Hyundai,Palisade,2023,"Кроссовер","3.5 (бензин)","32 000 км","24 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193390192
Hyundai,Palisade,2021,"Кроссовер","3.8 (бензин)","58 000 км","23 200 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/191252180
"Land Rover","Range Rover",2014,"Внедорожник","5 (бензин)","113 000 км","23 850 000 ₸","Алматы",2025-07-06T21:34:18+05:00,https://kolesa.kz/a/show/188387317
Lexus,"RX 300",2020,"Кроссовер","2 (бензин)","47 000 км","25 900 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/161304041
BMW,X6,2017,"Кроссовер","3 (бензин)",,"22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191634716
Jeep,"Grand Cherokee",2021,"Внедорожник","3.6 (бензин)","58 000 км","28 800 000 ₸","Алматы",2025-07-01T10:40:03+05:00,https://kolesa.kz/a/show/187623217
Porsche,Panamera,2013,"Лифтбек","3.6 (бензин)","97 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192629524
Tesla,"Model Y",2022,"Кроссовер",,"9 000 км","20 800 000 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/191792676
Toyota,Camry,2024,Седан,"2.5 (гибрид)","5 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188911502
Toyota,"Land Cruiser",2013,"Внедорожник","4 (бензин)","185 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192170013
Lexus,"RX 350",2019,"Кроссовер","3.5 (бензин)","136 700 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188441607
BMW,530,2020,Седан,"2 (бензин)","897 480 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193477998
Mitsubishi,"Montero Sport",2025,"Внедорожник","3 (бензин)",,"25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193078879
Audi,A6,2022,Седан,"2 (бензин)","22 600 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/182662582
Toyota,"Land Cruiser Prado",2013,"Внедорожник","4 (бензин)","170 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192565231
Li,L7,2025,"Кроссовер","1.5 (гибрид)","17 км","25 800 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192089487
BYD,"FangChengBao Leopard 5",2023,"Внедорожник","1.5 (гибрид)",,"24 000 000 ₸","Алматы",2025-07-07T15:38:00+05:00,https://kolesa.kz/a/show/191361584
"Land Rover","Range Rover",2014,"Внедорожник","5 (бензин)","172 140 км","22 200 000 ₸","Алматы",2025-06-30T23:59:59+05:00,https://kolesa.kz/a/show/192080382
Mercedes-Benz,"GLC Coupe 43 AMG",2017,"Кроссовер","3 (бензин)","62 000 км","23 888 888 ₸","Алматы",2025-07-06T04:57:17+05:00,https://kolesa.kz/a/show/189238798
Audi,"e-tron Sportback",2021,"Кроссовер",,"57 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/173433221
Toyota,"Land Cruiser",2013,"Внедорожник","4.6 (бензин)","107 000 км","25 800 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/192243151
"Land Rover","Range Rover",2013,"Внедорожник","5 (бензин)",,"25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/179576713
Li,L6,2025,"Кроссовер","1.5 (гибрид)",,"22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192311274
Toyota,"Land Cruiser",2014,"Внедорожник","4.6 (бензин)","117 000 км","25 800 000 ₸","Алматы",2025-07-05T20:00:47+05:00,https://kolesa.kz/a/show/175865562
Toyota,"RAV 4",2025,"Кроссовер","2.5 (гибрид)",,"21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/188125658
BYD,"FangChengBao Leopard 5",2024,"Внедорожник","1.5 (гибрид)","18 000 км","23 899 000 ₸","Алматы",2025-07-06T12:06:44+05:00,https://kolesa.kz/a/show/193357027
"Land Rover","Range Rover Sport",2015,"Внедорожник","3 (бензин)","135 000 км","20 900 000 ₸","Алматы",2025-07-05T19:19:44+05:00,https://kolesa.kz/a/show/188221517
Jaguar,XE,2021,Седан,"2 (бензин)","77 819 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192167769
Mercedes-Benz,"G 500",2012,"Внедорожник","5.5 (бензин)","170 000 км","25 885 500 ₸","Алматы",2025-07-04T23:59:59+05:00,https://kolesa.kz/a/show/193047293
Li,L7,2024,"Кроссовер","1.5 (гибрид)","25 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192212255
Li,L7,2025,"Кроссовер","1.5 (гибрид)","50 км","25 540 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/186309967
Toyota,"Land Cruiser",2016,"Внедорожник","4.6 (бензин)","210 000 км","25 800 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192380969
Li,L9,2023,"Кроссовер","1.5 (бензин)","30 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193405897
Mercedes-Benz,EQB,2023,"Кроссовер",,"50 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/172038656
Hyundai,"Santa Fe",2024,"Внедорожник","2.5 (бензин)","24 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192868784
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"25 800 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193060225
Avatr,12,2025,Седан,,,"21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/182779676
Hyundai,Palisade,2023,"Кроссовер","3.8 (бензин)","19 000 км","25 900 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192858525
Deepal,S09,2025,"Кроссовер","1.5 (гибрид)",,"21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189673479
Lexus,"LX 570",2012,"Внедорожник","5.7 (бензин)","227 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192203513
Li,L7,2024,"Кроссовер","1.5 (гибрид)","14 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193055622
Li,L7,2024,"Кроссовер","1.5 (гибрид)","21 000 км","20 300 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184055362
BMW,M5,2024,Седан,"2 (гибрид)","21 430 км","23 800 000 ₸","Алматы",2025-07-05T18:21:08+05:00,https://kolesa.kz/a/show/193328321
Toyota,Highlander,2020,"Кроссовер","3.5 (бензин)","122 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192160955
Lexus,"ES 350",2019,Седан,"3.5 (бензин)","88 000 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193179517
Toyota,"RAV 4",2023,"Кроссовер","2 (бензин)","22 282 км","20 300 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191742921
Li,L7,2025,"Кроссовер","1.5 (гибрид)",,"25 850 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192304492
Rox,01,2025,"Внедорожник","1.5 (гибрид)","5 км","25 875 200 ₸","Алматы",2025-07-02T19:06:37+05:00,https://kolesa.kz/a/show/193097874
Kia,K8,2021,Седан,"3.5 (бензин)","7 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/176272199
Hyundai,Palisade,2021,"Кроссовер","3.8 (бензин)",,"22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/187686597
Toyota,"Land Cruiser Prado",2020,"Внедорожник","2.7 (бензин)","152 114 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193159914
BMW,325,2024,Седан,"2 (бензин)","5 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190902431
Li,L7,2024,"Кроссовер","1.5 (гибрид)","14 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193173923
Lexus,"LX 570",2013,"Внедорожник","5.7 (бензин)","135 000 км","25 900 000 ₸","Алматы",2025-07-05T23:59:59+05:00,https://kolesa.kz/a/show/188889202
BMW,X6,2016,"Кроссовер","4.4 (бензин)","65 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/182266596
Lexus,"LX 570",2015,"Внедорожник","5.7 (бензин)","149 000 км","25 900 000 ₸","Алматы",2025-07-07T14:47:05+05:00,https://kolesa.kz/a/show/189374608
Porsche,Cayenne,2016,"Кроссовер","3.6 (бензин)","90 500 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/180544718
Toyota,"Land Cruiser",2013,"Внедорожник","4 (бензин)","101 000 км","25 800 000 ₸","Алматы",2025-07-03T23:59:59+05:00,https://kolesa.kz/a/show/188488712
Li,L7,2023,"Кроссовер","1.5 (гибрид)","15 000 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/189166612
Kia,Sorento,2024,"Кроссовер","2.5 (бензин)","30 000 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193185186
Li,L6,2025,"Кроссовер","1.5 (гибрид)",,"20 390 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183296359
BYD,"FangChengBao Leopard 5",2025,"Внедорожник","1.5 (гибрид)","20 км","21 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/190404070
Toyota,Camry,2025,Седан,"2.5 (бензин)",,"21 490 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/191477420
Kia,Carnival,2022,"Минивэн","3.5 (бензин)","30 500 км","22 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/193144997
Li,L7,2024,"Внедорожник","1.5 (гибрид)",,"25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/175233193
Chevrolet,Colorado,2020,"Пикап","3.6 (бензин)","115 600 км","20 900 000 ₸","Алматы",2025-07-07T15:26:20+05:00,https://kolesa.kz/a/show/176827177
BYD,"FangChengBao Leopard 8",2025,"Внедорожник","2 (гибрид)","50 км","25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/184640889
Toyota,"Land Cruiser",2012,"Внедорожник","4 (бензин)","190 000 км","22 200 000 ₸","Алматы",2025-07-07T14:33:17+05:00,https://kolesa.kz/a/show/175406206
Rox,01,2025,"Внедорожник","1.5 (гибрид)",,"25 500 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/183064770
BMW,X4,2021,"Кроссовер","2 (бензин)","57 309 км","27 000 000 ₸","Алматы",2025-07-07T23:59:59+05:00,https://kolesa.kz/a/show/192485962
Mercedes-Benz,"G 500",2007,"Внедорожник","5 (бензин)","149 000 км","20 300 000 ₸","Алматы",2025-07-04T00:30:21+05:00,https://kolesa.kz/a/show/186319111
